q_id,question,crop,question_type,llm,answer,time_s,tokens,rouge1,rouge2,rougeL,bleu1,bleu2,bleu4,meteor,relevance,completeness,practicality,heuristic_avg,combined_score
29,What is the seed treatment recommended for sesame?,sesame,factual,Cohere — Command-R,"The seed treatment recommended for sesame involves treating the seeds with Carbendazim or Thiram at a rate of 2 grams per kilogram of seeds, 24 hours before sowing. This treatment helps protect the seeds from fungal infections and promotes healthy germination. It is important to follow the recommended dosage and timing to ensure effective seed treatment.",1.71,69.0,0.3556,0.1353,0.2667,0.2613,0.1394,0.0513,0.2298,1.0,0.7,0.5,0.7333,0.4796
29,What is the seed treatment recommended for sesame?,sesame,factual,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.55,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0125,0.5,0.3,0.25,0.35,0.1765
29,What is the seed treatment recommended for sesame?,sesame,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, there is no information about seed treatment specifically for sesame. The context mentions seed treatments for general crops, including fungicides like Carbendazim and Thiram, and biocontrol agents like Trichoderma viride and Pseudomonas fluorescens, but does not specify any crop, including sesame.

I don't have enough information on this topic.",0.65,74,0.209,0.0606,0.1493,0.2242,0.0986,0.0179,0.1513,1.0,0.7,0.75,0.8167,0.4743
30,When should cotton be sown in India?,cotton,factual,Groq — LLaMA 3.1 8B,"Based on the given context, the recommended sowing time for cotton in India varies depending on the region. 

- In Karnataka, desi cotton is usually sown in August-September.
- In regular monsoon areas like Nagpur, Wardha, and Yavatmal, cotton is planted in September-October.
- In normal monsoon conditions, cotton can be sown along with other crops like sorghum, pearlmillet, pulses, and oilseeds in September-October.

However, the ideal sowing time for cotton is mentioned in the context as 25th June to 8th July, with a seed rate of 3.5 kg/ha for hybrids and 10 kg/ha for varieties.",0.69,149,0.5135,0.3151,0.4054,0.375,0.2788,0.1866,0.5249,1.0,1.0,1.0,1.0,0.7038
30,When should cotton be sown in India?,cotton,factual,Cohere — Command-R,"Based on the provided context, the recommended time for sowing cotton in India varies depending on the region and the onset of the monsoon season. 

For regions with a regular monsoon, such as Nagpur, Wardha, and Yavatmal, cotton is typically sown in September-October. However, for areas with an extended monsoon advantage, like the districts of Akola and Buldana, the sowing period for cotton extends up to November. 

In Karnataka, desi cotton is usually sown in August-September. If there is no germination after seven days of sowing, farmers are advised to fill the gaps by dibbling cotton seeds and repeat this process during thinning. 

Therefore, the ideal time for sowing cotton in India can range from August to November, with specific dates varying based on the region and the monsoon conditions. It is essential for farmers to consider their local climate and monsoon patterns to determine the optimal sowing time for cotton.",4.29,195.0,0.3465,0.17,0.1881,0.2412,0.1689,0.0799,0.4049,1.0,1.0,1.0,1.0,0.6274
30,When should cotton be sown in India?,cotton,factual,Cerebras — GPT-OSS 120B,"**Cotton‑sowing window in India (based on the cited research)**  

| Region / Climate condition | Recommended sowing period | Key points from the source |
|----------------------------|---------------------------|----------------------------|
| **General",0.86,400,0.1972,0.058,0.1408,0.05,0.0252,0.01,0.0539,1.0,0.3,0.25,0.5167,0.3086
30,When should cotton be sown in India?,cotton,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, cotton sowing in India depends on the region and the type of cotton:

- For desi cotton in Karnataka, the sowing period is August-September.
- For rainfed cotton in general, the sowing period can be extended up to November.
- In areas with regular monsoon like Nagpur, Wardha, and Yavatmal, sowing can occur after sorghum, which is typically before 15th October.

If you are looking for a specific sowing date, please provide the location or type of cotton you are interested in.",0.92,115,0.4478,0.1818,0.2537,0.35,0.2225,0.1136,0.4138,1.0,1.0,1.0,1.0,0.6536
31,What fertilizer should be applied to cotton at 30 DAS?,cotton,factual,Groq — LLaMA 3.1 8B,"Based on the context provided, I don't have enough information on the fertilizer application at 30 DAS for cotton. However, I can suggest the following general information:

For hybrids, the recommended fertilizer application schedule is basal, 45, and 65 DAS. 

For varieties, the fertilizer application schedule is at 40-45 DAS.

It is also mentioned that for old delta, half the dose of N and K with full dose of P2O5 should be applied at 35th day, and the balance in 55 days. 

However, I couldn't find any specific information on fertilizer application at 30 DAS for cotton.",0.91,134,0.4718,0.2073,0.3179,0.5,0.3392,0.1794,0.3804,1.0,1.0,1.0,1.0,0.6687
31,What fertilizer should be applied to cotton at 30 DAS?,cotton,factual,Cohere — Command-R,"Based on the information provided, here is the advice for applying fertilizers to cotton at 30 DAS (Days After Sowing):

For cotton, it is recommended to follow the integrated plant nutrition system (STCR-IPNS) and adopt the soil test crop response-based fertilizer doses. The specific fertilizer recommendations depend on the soil type and yield targets.

In general, for cotton cultivation, the following steps can be taken:

1. Soil Test: Conduct a soil test to determine the nutrient status of your field. This will help in tailoring the fertilizer application to your specific soil conditions.

2. Fertilizer Application:
   - If a soil test is not conducted, a blanket recommendation of 60 kg N (Nitrogen), 30 kg P (Phosphorus), and 30 kg K (Potassium) per hectare can be followed.
   - For hybrids, apply nitrogen in three splits: basal application, 45 DAS, and 65 DAS.
   - For varieties, apply nitrogen at 40-45 DAS.
   - Ensure that half the dose of nitrogen and potassium, and the full dose of phosphorus (as P5O5) are applied at the appropriate times.

3. Micronutrient Management:
   - In case of deficiencies, magnesium (Mg) can be applied as a 1% MgSO4 foliar spray.
   - For iron (Fe), manganese (Mn), or zinc (Zn) deficiencies, apply 0.3-0.5% sulphates of these elements as foliar sprays or 25-50 kg sulphates per hectare to the soil.
   - In case of boron (B) deficiency, apply 0.1% B as boric acid to the cotton plants.
   - Lighter soils may require additional attention for sulfur (S) and micronutrient management.

4. Foliar Fertilization:
   - If sufficient moisture",7.75,400.0,0.3362,0.1032,0.1994,0.2062,0.1193,0.0315,0.3138,1.0,1.0,1.0,1.0,0.6101
31,What fertilizer should be applied to cotton at 30 DAS?,cotton,factual,Cerebras — GPT-OSS 120B,I don't have enough information on this topic.,0.85,242,0.0192,0.0,0.0192,0.0,0.0,0.0,0.0106,0.5,0.3,0.25,0.35,0.1811
31,What fertilizer should be applied to cotton at 30 DAS?,cotton,factual,Sarvam AI — Sarvam-105B,I don't have enough information on this topic.,0.72,13,0.0192,0.0,0.0192,0.0,0.0,0.0,0.0106,0.5,0.3,0.25,0.35,0.1811
32,How to control bollworms in cotton crop?,cotton,howto,Groq — LLaMA 3.1 8B,"To control bollworms in cotton crop, follow these steps:

**For Bt Cotton:**

1. Regularly monitor the crop at weekly intervals during the reproductive phase.
2. If American bollworms cross the Economic Threshold Level (ETL) during the late crop season, use the insecticides mentioned in Table 2:
   - Danitol/Meothrin 10 EC (fenpropathrin) - 300 ml
   - Fastac/Alphaguard/Merit Alpha 10 EC (alphamethrin) - 100 ml
   - Bulldock 0.25 SC (β-cyfluthrin)

**For Desi Cotton:**

1. The first spray against bollworms should be done when 25% of the plants start producing squares.
2. Use the insecticides mentioned in Table 2 for American cotton:
   - Danitol/Meothrin 10 EC (fenpropathrin) - 300 ml
   - Fastac/Alphaguard/Merit Alpha 10 EC (alphamethrin) - 100 ml
   - Bulldock 0.25 SC (β-cyfluthrin)

**Additional Measures:**

1. Prevent the movement of cotton stalks from infested areas to new areas.
2. Beat the cotton sticks on the ground to dislodge pink bollworm larvae surviving in unopened bolls.
3. Stalk the cotton sticks vertically to prevent pink bollworms from feeding on plant debris and un-opened bolls.

**Note:** For non-Bt cotton, the above measures can be applied at any time when bollworms are detected.",0.85,348,0.4722,0.3147,0.4097,0.3319,0.2742,0.2098,0.5319,1.0,1.0,1.0,1.0,0.7029
32,How to control bollworms in cotton crop?,cotton,howto,Cohere — Command-R,"To control bollworms in a cotton crop, farmers should follow these practical steps:

1. Monitor the cotton crop regularly, especially during the reproductive phase, to assess the bollworm population and damage levels.

2. If the damage caused by bollworms exceeds 5%, immediate action is required. Spray the crop with the recommended insecticides as soon as possible.

3. For Bt cotton, which provides protection against most bollworms, continue monitoring at weekly intervals. If American bollworms reach the economic threshold level (ETL) during the late crop season, apply the insecticides mentioned in Table 2.

4. For desi cotton, the first spray against bollworms should be done when 25% of the plants start producing squares. Subsequent sprays should be based on the need and the level of infestation.

5. The recommended insecticides for controlling bollworms in cotton are:
   - Danitol/Meothrin 10 EC (fenpropathrin) at a dose of 300 ml per acre.
   - Fastac/Alphagaurd/Merit Alpha 10 EC (alphamethrin) at a dose of 100 ml per acre.
   - Bulldock 0.25 SC (β-cyfluthrin) at a dose of 300 ml per acre.

6. If water availability is limited, use insecticides like Carbaryl 5 D or Phosalone 4 D at a rate of 25 kg per hectare for bollworm control.

7. To manage pink bollworms specifically, consider the following practices:
   - Feed on plant debris and unopened bolls.
   - Stalk the cotton sticks vertically and beat them on the ground to dislodge any surviving larvae.
   - Prevent the movement of infested cotton stalks to new areas.
   - Implement mating disruption techniques for pink bollworm management.

By following these steps and staying",7.33,400.0,0.4889,0.3352,0.3944,0.3355,0.2778,0.1997,0.6904,1.0,1.0,1.0,1.0,0.7217
32,How to control bollworms in cotton crop?,cotton,howto,Cerebras — GPT-OSS 120B,"**Crop:** Cotton (Bt‑cotton or desi/rain‑fed cotton)  

**Objective:** Keep bollworm damage below the economic threshold (ETL) – if damage exceeds 5 % spray immediately and repeat only when needed.

---

### 1. Scouting & Timing  

| Stage | What to look for | Action |
|-------|------------------|--------|
| **Vegetative → Reproductive** (weekly during the reproductive phase) | Presence of eggs, larvae or feeding damage on squares, bolls, leaves | Record % of plants showing symptoms. |
| **When 25 % of plants have started producing squares** (first sign of boll‑worm activity in desi cotton) |",0.95,400,0.2809,0.0682,0.1573,0.2466,0.1091,0.039,0.2037,1.0,1.0,1.0,1.0,0.5851
32,How to control bollworms in cotton crop?,cotton,howto,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the advice for controlling bollworms in cotton:

**Crop Name:** Cotton

**Disease/Pest:** Bollworms (including Pink, Spotted, and American bollworms)

**Treatment:**
*   **For Bt Cotton:** Bt cotton provides effective protection against all bollworms except pink bollworm. Regular monitoring is required at weekly intervals during the reproductive phase. If American bollworms cross the Economic Threshold Level (ETL), use insecticides as mentioned in Table 2.
*   **For Desi Cotton:** The first spray against bollworms should be done when 25% of the plants start producing squares. Subsequent sprays should be based on need.
*   **Insecticides for Bollworms (Table 2):**
    *   **Pink and Spotted Bollworms:**
        *   **Danitol/Meothrin 10 EC (fenpropathrin):** 300 ml per acre
        *   **Fastac/Alphagaurd/Merit Alpha 10 EC (alphamethrin):** 100 ml per acre
        *   **Bulldock 0.25 SC (β-cyfluthrin):** 250 ml per acre
*   **For Irrigated Cotton without Water:** Use any one of the following insecticides at 25 kg/ha: Carbaryl 5 D or Phosalone 4 D.
*   **For Pink Bollworm Management (Non-Chemical):**
    *   Beat cotton sticks on the ground to dislodge larvae from unopened bolls.
    *   Stalk the cotton sticks vertically.
    *   Prevent the movement of stalks from infested areas.

**Timing:**
*   **For Desi Cotton:** Begin the first spray when 25% of plants produce squares.
*   **For Bt Cotton:** Monitor weekly during the reproductive phase",2.4,400,0.5566,0.3974,0.4725,0.295,0.2425,0.1819,0.5355,1.0,1.0,1.0,1.0,0.7183
33,What are the symptoms of leaf curl virus in cotton?,cotton,diagnostic,Groq — LLaMA 3.1 8B,"The symptoms of Cotton Leaf Curl Virus Disease (CLCuD) in cotton include:

1. Stunted plants
2. Leaves showing distinct upward or downward curling
3. Increase in veinal tissues on the abaxial side of leaves
4. Enations (prominent growths) originating from the nectaries, which become more prominent with time
5. Thickening of veins on the leaves
6. Leaf curling, which may be upward or downward
7. Reduction in leaf size
8. Reduced flowering and fruiting

These symptoms typically appear around 45-55 days after sowing, in the end of June, and spread rapidly in July.",0.7,139,0.5567,0.3333,0.4433,0.5198,0.4023,0.2814,0.395,1.0,1.0,1.0,1.0,0.7096
33,What are the symptoms of leaf curl virus in cotton?,cotton,diagnostic,Cohere — Command-R,"The symptoms of leaf curl virus in cotton include:

- Stunted plant growth
- Distinct upward or downward curling of leaves
- Thickening of veins on the abaxial side of leaves, leading to an increase in veinal tissues
- Development of enations (small outgrowths) on diseased leaves, often originating from nectaries
- Reduction in leaf size and boll setting
- Intermodal length, resulting in stunting and decreased flowering and fruiting
- Leaf crumpling and downward curling due to direct feeding by aphids
- Deposits of honeydew on open bolls, affecting cotton fiber quality

The disease typically appears in late June, around 45-55 days after sowing, and spreads rapidly in July. It progresses more slowly in August and slows down significantly by mid-September.

To manage the leaf curl virus in cotton, farmers can implement an integrated pest management package, which may include:

- Monitoring and early detection of the disease and its vectors (whiteflies and aphids)
- Implementing cultural practices such as crop rotation, intercropping, and proper field sanitation to disrupt the virus's life cycle
- Using resistant cotton varieties, if available, to reduce the impact of the disease
- Applying insecticides to control whitefly and aphid populations, following recommended guidelines and timing
- Practicing good field hygiene by removing and destroying infected plant material to prevent further spread

By following these practical steps and staying vigilant, farmers can help manage the leaf curl virus and minimize its impact on cotton crops.",83.78,321.0,0.423,0.2128,0.2719,0.2981,0.1988,0.1083,0.4393,1.0,1.0,1.0,1.0,0.6553
33,What are the symptoms of leaf curl virus in cotton?,cotton,diagnostic,Cerebras — GPT-OSS 120B,"**Symptoms of Cotton Leaf Curl Virus (CLCuV) in cotton (as described in the provided material):**

1. **Stunted growth** – infected plants remain short and weak.  
2. **Leaf curling** – leaves show distinct upward or downward curling caused by the proliferation of veinal tissue on the abaxial (underside) side of the leaf.  
3. **Enations** – later‑stage leaves may develop small outgrowths (enations) that become more prominent, often originating from the nectaries.  
4. **Vein thickening** –  
   * *Stage 1*: a few small scattered veins become thickened on one or a few leaves (visible only after careful observation).  
   * *Stage 2*: a small group of veins thickens, but there is no leaf curling, no reduction in leaf size, and boll setting is normal.  
5. **Lesion formation** – spots coalesce into larger, irregular lesions; when these lesions cover more than 40 % of the leaf area, the leaf appears heavily damaged.  

These symptoms typically appear at the end of June, about 45–55 days after sowing, and spread rapidly through July, slowing down in August",1.33,400,0.5758,0.2977,0.3561,0.3462,0.2376,0.1261,0.5028,1.0,1.0,1.0,1.0,0.6951
33,What are the symptoms of leaf curl virus in cotton?,cotton,diagnostic,Sarvam AI — Sarvam-105B,"Based on the provided context, the symptoms of Cotton Leaf Curl Virus Disease (CLCuD) in cotton are:

- Affected plants remain stunted.
- Leaves show distinct upward or downward curling.
- At a later stage, the diseased leaves may develop enations (prominent outgrowths), which often originate from the nectaries.

The disease generally appears at the end of June, about 45-55 days after sowing.",1.42,94,0.472,0.2893,0.3478,0.372,0.2921,0.209,0.3164,1.0,0.7,0.75,0.8167,0.5765
34,What is the recommended plant spacing for cotton?,cotton,factual,Groq — LLaMA 3.1 8B,"Based on the given context, the recommended plant spacing for cotton varies depending on the situation.

For pure crop of varieties/hybrids, a spacing of 45 cm between rows and 15 cm between plants may be adopted. 

However, in high yielding situations, closer spacing and higher population have been reported. In such cases, spacings of 90 x 60 cm or 120 x 60 cm may be followed for hybrids and high yielding varieties.

For cotton intercropped with pulses, one paired row of cotton is alternated with two rows of pulses, and the total population of cotton crop is maintained at the same line as that for a pure crop of cotton. In this case, a spacing of 30 x 10 cm is recommended for the pulse crop in between each paired row.",2.91,162,0.4658,0.2304,0.3288,0.4,0.2582,0.1585,0.3301,1.0,1.0,0.25,0.75,0.5354
34,What is the recommended plant spacing for cotton?,cotton,factual,Cohere — Command-R,"For cotton, the recommended plant spacing varies depending on the variety and the growing conditions. Here are some guidelines:

- For MCU 5, MCU 12, and MCU 13 varieties, a spacing of 60 cm within paired rows and 90 cm between paired rows is recommended, with 30 cm between plants.
- SUVIN variety should be spaced at 80 cm between paired rows and 100 cm between paired rows, with 45 cm between plants.
- In general, for pure crops of cotton varieties/hybrids, a spacing of 45 cm between rows and 15 cm between plants is suggested.
- When intercropping cotton with pulses, a different spacing pattern is adopted. One paired row of cotton is alternated with two rows of pulses. For the pulse crop, a spacing of 30 x 10 cm is recommended between each paired row of cotton.
- For specific cotton species like G.Cot. Hyb.6, RCH.2, Vikram, and Nath hybrids, a spacing of 90 x 60 cm is often followed in high-yielding situations.

It's important to consider the specific variety of cotton and the local growing conditions to determine the optimal plant spacing. These guidelines provide a starting point, but farmers should also consult local agricultural experts and adapt the spacing based on their specific circumstances.",46.12,293.0,0.3243,0.1361,0.1959,0.2161,0.1287,0.074,0.2853,1.0,1.0,0.0,0.6667,0.4433
34,What is the recommended plant spacing for cotton?,cotton,factual,Cerebras — GPT-OSS 120B,ERROR,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,What is the recommended plant spacing for cotton?,cotton,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the recommended plant spacing for cotton varies depending on the crop type and intercropping system:

**For Pure Crop of Cotton:**
*   **Varieties/Hybrids:** 45 cm between rows and 15 cm between plants.
*   **Hybrid and High Yielding Varieties:** 90 cm between rows and 60 cm between plants.

**For Intercropped Cotton:**
*   **Intercropping Pattern:** One paired row of cotton is alternated with two rows of pulses.
*   **Cotton Spacing:** The spacing within the paired row is 60 cm and between the paired rows is 90 cm.
*   **Pulse Crop Spacing:** A spacing of 30 cm between rows and 10 cm between plants is adopted for the pulse crop in between each paired row.

**For Mixed Crop of Cotton:**
*   **Spacing:** A spacing of 45 cm between rows and 15 cm between plants may be adopted.",1.57,213,0.4182,0.2202,0.2909,0.2408,0.1744,0.1233,0.3378,1.0,1.0,0.0,0.6667,0.4796
35,What pests commonly affect brinjal crop?,brinjal,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, the following pests commonly affect the brinjal crop:

1. Fruit and shoot borer: Leucinodes orbonalis Guenee
2. Jassids: Amrasca biguttula biguttula Ishida
3. Epilachna (Hadda) beetle: Epilachna vigintioctopunctata Fabricius
4. Brinjal lace bug
5. Brinjal leaf roller and leaf webber
6. Mealybug (preyed upon by coccinellid beetles)

These pests can be managed using various methods such as crop rotation, application of pesticides (e.g., phorate 10% CG), and introducing natural enemies like parasitoids and predators.",0.87,159,0.4901,0.2685,0.3709,0.4947,0.3244,0.1559,0.4111,1.0,0.7,0.75,0.8167,0.5868
35,What pests commonly affect brinjal crop?,brinjal,factual,Cohere — Command-R,"Based on the provided context, some common pests that affect the brinjal crop are:

- Fruit and shoot borer (Leucinodes orbonalis)
- Jassids (Amrasca biguttula biguttula)
- Epilachna beetle (Epilachna vigintioctopunctata)
- Brinjal lace bug
- Brinjal leaf roller and leaf webber

To manage these pests, farmers can employ integrated pest management (IPM) practices, which include:

- Using natural enemies: Parasitoids like Trichogramma chilonis, Pseudoperichaeta sp., and predators such as lady beetle larvae, spiders, and soldier bugs can help control brinjal pests.

- Crop rotation: Rotating crops can disrupt the life cycle of pests and reduce their population.

- Applying pesticides: In some cases, targeted pesticide application can be used. For example, phorate 10% CG @ 6000 g/acre is recommended for brinjal lace bugs.

- Biological control: Introducing natural predators like coccinellid beetles (e.g., Cryptolaemus montrouzieri) can help control mealybug nymphs.

- Using organic pesticides: Soap oil or fish oil resin soap can be effective against certain pests when applied at appropriate intervals.

It is important to monitor the crop regularly and take timely action to manage pest populations effectively. Farmers should also consider the specific recommendations provided in the IPM package for brinjal, which includes detailed information on pest management strategies.",6.55,326.0,0.3333,0.1069,0.2273,0.2385,0.138,0.0716,0.3831,1.0,1.0,1.0,1.0,0.6269
35,What pests commonly affect brinjal crop?,brinjal,factual,Cerebras — GPT-OSS 120B,"**Common pests that attack brinjal (egg‑plant) in India**

| No. | Pest (common name) | Scientific name | Crop part affected |
|-----|--------------------|-----------------|--------------------|
| 1 | Fruit‑ and shoot borer | *Leucinodes orbonalis* Guenée (Lepidoptera: Pyralidae) | Fruit, shoots, buds |
| 2 | Jassids (leaf‑hoppers) | *Amrasca biguttula biguttula* Ishida (Homoptera: Cicadellidae) | Leaves (causing yellowing & stunting) |
|",1.94,400,0.3419,0.1391,0.2564,0.225,0.1065,0.0298,0.2301,1.0,0.7,0.25,0.65,0.4323
35,What pests commonly affect brinjal crop?,brinjal,factual,Sarvam AI — Sarvam-105B,"Based on the provided context, the pests that commonly affect the brinjal crop are:

- Fruit and shoot borer: *Leucinodes orbonalis*
- Jassids: *Amrasca biguttula biguttula*
- Epilachna (Hadda) beetle: *Epilachna vigintioctopunctata*
- Brinjal lace bug
- Brinjal leaf roller and leaf webber
- Mealybug

I don't have enough information on this topic.",2.67,112,0.4202,0.2564,0.3361,0.3114,0.2138,0.1063,0.2664,1.0,0.7,0.25,0.65,0.4662
36,How to manage shoot and fruit borer in brinjal?,brinjal,howto,Groq — LLaMA 3.1 8B,"To manage shoot and fruit borer in brinjal, follow these steps:

1. **Cultural Control**: Avoid continuous cropping of brinjal and potato in the same area, as it encourages the infestation of shoot and fruit borer. Rotate your crops to break the life cycle of the pest.

2. **Pesticide Application**: Use one of the following pesticide combinations:
   - Imidacloprid 200 SC @ 160 ml in 160 l of water/acre
   - Spiromesifen 22.9% SC @ 160 ml in 200 l of water/acre
   - Phorate 10% CG @ 6000 g/acre

3. **Surveillance**: Set up pheromone traps for brinjal fruit and shoot borer. Record the total number of moths caught per trap per week. Destroy and remove the trapped moths after each recording.

4. **Light Traps**: Set up light traps 1 trap/acre, 15 cm above the crop canopy, for monitoring and mass trapping of brinjal stem borer. Install light traps with an exit option for natural enemies of smaller size and operate them around dusk time (6 pm to 10 pm).

5. **Nematode Sampling**: Collect 100 to 300 cm3 (200-300 g) soil sample to monitor nematode infestation. Mix the soil sample and pass it through a coarse sieve to remove debris.

By following these steps, you can effectively manage shoot and fruit borer in brinjal and reduce crop damage.",0.94,326,0.4798,0.3009,0.3925,0.3022,0.2355,0.1731,0.4547,1.0,1.0,1.0,1.0,0.6875
36,How to manage shoot and fruit borer in brinjal?,brinjal,howto,Cohere — Command-R,"To manage shoot and fruit borer in brinjal, you can follow these practical steps:

1. Cultural Control: Avoid continuous cropping of brinjal and potato in the same area. Rotating crops can help disrupt the life cycle of the borers and reduce their population.

2. Chemical Control: Apply appropriate insecticides to control the shoot and fruit borer. The recommended dosages are:
   - Spiromesifen 22.9% SC: 160 ml in 200 liters of water per acre.
   - Phorate 10% CG: 6000 g per acre.
   Ensure you follow the instructions and safety guidelines when using these chemicals.

3. Surveillance and Monitoring:
   - Set up pheromone traps to monitor the population of brinjal fruit and shoot borer moths. Record the number of trapped moths per week and destroy them after each recording.
   - Install light traps, with an exit option for natural enemies, 15 cm above the crop canopy. Operate these traps during dusk time (6 pm to 10 pm) for mass trapping of brinjal stem borers.

4. Seed Extraction and Separation:
   - For seed extraction, use a brinjal seed extractor with a fruit crushing chamber and seed separation unit. The extractor's crushing rods will help break down the fruit, and the seed separation unit will collect the seeds.
   - Ensure you have a sieve tray with 3 mm holes to collect the seeds and keep the process clean.

5. Nematode Sampling:
   - Collect soil samples (100 to 300 cm^3 or 200-300 g) to monitor nematode populations. Pass the soil sample through a coarse sieve to obtain a representative sample.

By implementing these steps, you can effectively manage shoot and fruit borers in your brinjal crop. Remember to follow the recommended timings",26.26,400.0,0.4263,0.2593,0.3316,0.273,0.2147,0.151,0.4775,1.0,1.0,1.0,1.0,0.6733
36,How to manage shoot and fruit borer in brinjal?,brinjal,howto,Cerebras — GPT-OSS 120B,"**Crop:** Brinjal (Egg‑plant) – Shoot & Fruit Borer (Brinjal Fruit‑and‑Shoot Borer)

---

### 1. Monitoring (Surveillance)

| Tool | Placement | Frequency | What to do |
|------|-----------|-----------|------------|
| **Pheromone trap** | 1 trap / acre, at canopy height | Check **weekly** all year round | Count the number of moths captured per trap per week. Record the count and **destroy** the trapped moths after each reading. |
| **Light trap** | 1 trap / acre, **15 cm** above the crop canopy | Operate each evening **6 pm – 10 pm** | Use traps with an exit opening for natural enemies. Run them at dusk to attract and capture adult borers. Empty and clean the trap each morning. |

*These traps give an early warning of borer pressure and help reduce the",4.23,400,0.3578,0.0833,0.156,0.199,0.0835,0.0321,0.1925,1.0,1.0,0.5,0.8333,0.509
36,How to manage shoot and fruit borer in brinjal?,brinjal,howto,Sarvam AI — Sarvam-105B,"Based on the provided context, here is the advice for managing shoot and fruit borer in brinjal:

*   **Crop Name:** Brinjal
*   **Disease/Pest:** Shoot and fruit borer
*   **Treatment:**
    *   **Chemical Control:**
        *   Use chlorantraniliprole 18.5% SC at a rate of 160 ml in 160 liters of water per acre.
        *   Alternatively, use spiromesifen 22.9% SC at a rate of 160 ml in 200 liters of water per acre.
        *   Alternatively, use phorate 10% CG at a rate of 6000 g per acre.
    *   **Cultural Control:** Avoid continuous cropping of brinjal and potato in the same area.
*   **Timing:** The context does not specify the exact timing for the chemical treatment.
*   **Quantities:**
    *   Chlorantraniliprole: 160 ml per acre
    *   Spiromesifen: 160 ml per acre
    *   Phorate: 6000 g per acre",2.33,260,0.5551,0.3733,0.4141,0.3757,0.2996,0.2196,0.4087,1.0,1.0,0.75,0.9167,0.6581
37,What diseases affect tomato plants?,tomato,factual,Groq — LLaMA 3.1 8B,"Based on the provided context, the following diseases affect tomato plants:

1. **Early Blight**: Caused by bacterial cells transmitted through rain splash, favourable conditions include soil temperature of around 28 °C, high humidity or persistent dew, and moist weather with intermittent showers.
2. **Damping Off**: A disease that occurs in two stages, pre-emergence and post-emergence, where seedlings are killed just before they reach the soil surface.
3. **Tomato Mosaic Disease**: Caused by Tomato Mosaic Virus, spread through contact with infected plants, clothes, hands, or plant debris.
4. **Bacterial Fruits and Leaf Spots**: Caused by Xanthomonas campestris pv. vesicatoria, spread through contact with infected plants or plant debris.
5. **Tomato Spotted Wilt Disease**: Caused by Peanut bud Necrosis Virus (PbNV) TSWV group, symptoms include stunting, and spread through contact with infected plants, clothes, hands, or plant debris.

To manage these diseases, refer to the corresponding page numbers mentioned in the context for more information.",0.82,234,0.4691,0.3071,0.3621,0.3048,0.2291,0.1439,0.4792,1.0,1.0,0.5,0.8333,0.5985
37,What diseases affect tomato plants?,tomato,factual,Cohere — Command-R,"Tomato plants are susceptible to various diseases, and it is important for farmers to be aware of these to ensure healthy crop production. Here are some common diseases that affect tomato plants, along with practical advice:

1. Damping Off:
   - Description: Damping off is a fungal disease that affects tomato seedlings, causing them to rot and die before or after emergence.
   - Management:
     - Use high-quality, disease-free seeds and sterilize seed-starting equipment.
     - Provide adequate air circulation and avoid overwatering.
     - Maintain a consistent temperature of around 22-25 °C during germination.
     - If damping off occurs, remove and destroy affected seedlings to prevent further spread.

2. Early Blight:
   - Description: Early blight is a fungal disease caused by *Alternaria solani*. It affects the foliage and can reduce tomato yields.
   - Management:
     - Plant tomato varieties resistant to early blight.
     - Practice crop rotation, avoiding planting tomatoes in the same area for at least 3 years.
     - Maintain good air circulation and avoid overhead irrigation.
     - Apply fungicides as a preventive measure, following the recommended timing and dosage.

3. Tomato Mosaic Virus (TMV):
   - Description: TMV is a viral disease that causes mosaic patterns, leaf distortion, and stunted growth in tomato plants.
   - Management:
     - Practice strict hygiene measures, as the virus can spread through contact.
     - Remove and destroy infected plants to prevent further spread.
     - Use virus-free seeds and avoid working with infected plants when handling healthy ones.
     - Consider using resistant tomato varieties.

4. Bacterial Leaf Spot (*Xanthomonas campestris* pv. *vesicatoria*):
   - Description: This bacterial disease causes leaf spots, defoliation, and fruit lesions.
   - Management:
     - Plant certified, disease-free seeds and avoid introducing the bacteria through infected plant material.",7.26,400.0,0.3051,0.1193,0.1582,0.184,0.1122,0.0418,0.3277,1.0,1.0,1.0,1.0,0.6041
